tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,conversation_id
83498,134346,True,2017-11-30 15:23:31+00:00,@AmazonHelp I have sent the order id and other details on a direct message to you. Kindly review and revert. Thanks!,,83497.0,83499.0
86264,134834,True,2017-11-30 13:57:40+00:00,@AmazonHelp Buenas tardes. @4496 tiene mi envío 'estacionado' y dicen que el remitente debe llamarles para desbloquear esta situación. Estaba garantizada la entrega hoy. gracias,86263,,86264.0
86263,AmazonHelp,False,2017-11-30 14:01:00+00:00,"@134834 ¡Buenas tardes! Lamento el inconveniente, en este caso por favor entra en contacto con nuestros compañeros de servicio al cliente en el siguiente enlace: https://t.co/OjvUxwnzPe. ^NP",,86264.0,86264.0
86266,134835,True,2017-11-30 13:55:12+00:00,"Why is it @115821 that whenever we call for a simple, simple question your Seller Support agents don't know the answer? Why? #WTF is wrong with you guys? How you are a billion dollar company is beyond me. Bunch of fucking idiots work in customer service.",86265,,86266.0
86265,AmazonHelp,False,2017-11-30 13:59:29+00:00,"@134835 Oh no! We certainly don't want you having a poor experience. We'd love to assist you. Without providing any account information, could you explain what happened? ^GP",,86266.0,86266.0
91453,135823,True,2017-11-30 14:51:46+00:00,@115851 Amazon order id 408-3551852-8027568 Amazon India uncooperative m going to Consumer Forum will claim 7 lakhs OK ?,"91452,91454",,91453.0
91452,AmazonHelp,False,2017-11-30 15:11:01+00:00,"@135823 I'm sorry for the unpleasant experience. Please share your details here https://t.co/GIJyeYqKE0, we would assist you accordingly. 
Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^MD",,91453.0,91453.0
91454,135823,True,2017-11-30 15:15:57+00:00,@115851 Amazon Echo damaged in transit package returned i say return fine but adjust the prepaid amount with the new replacement to be sent amazon call centre trained robots say NO I say 7 lakhs from CF for INR 7000 harassment unless Mr. Jeff says otherwise @115851,93741,91453.0,91453.0
93741,AmazonHelp,False,2017-11-30 15:28:30+00:00,@135823 Kindly fill in your details using the link provided earlier so that we can resolve your issue at the earliest. ^MN,,91454.0,91453.0
96737,137111,True,2017-11-30 16:17:55+00:00,@117634 whispersync isn't working for my devices. Even force syncing both doesn't track progress. How do I fix this? :-/,96736,,96737.0
96736,AmazonHelp,False,2017-11-30 16:35:00+00:00,@137111 Sorry to know your facing issues with your product. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll be glad to assist. ^HS,,96737.0,96737.0
98607,137580,True,2017-11-30 16:07:08+00:00,Je viens de me faire engueuler au téléphone par un livreur Amazon ???,98606,,98607.0
98606,AmazonHelp,False,2017-11-30 16:19:00+00:00,"@137580 Bonjour, désolée d'apprendre cela 😓 Pouvez-vous nous expliquer la situation s'il vous plaît ? Il s'agit de quel transporteur ? ^MA",98604,98607.0,98607.0
98604,137580,True,2017-11-30 16:45:26+00:00,"@AmazonHelp Il s’agit d’Amazon Logistics, mon adresse n’était pas assez précise, je pensais être livrée dans ma boîte aux lettres, le livreur a été impoli au possible pour me demander le numéro de l’étage et la porte...",98602,98606.0,98607.0
98602,AmazonHelp,False,2017-11-30 16:56:00+00:00,"@137580 Dans un souci permanent de qualité et d’efficacité, je vous invite à nous communiquer le numéro de suivi de votre commande. ^SB",98603,98604.0,98607.0
98603,137580,True,2017-11-30 16:59:58+00:00,@AmazonHelp C’est : C10054694003,98605,98602.0,98607.0
98605,AmazonHelp,False,2017-11-30 17:18:02+00:00,"@137580 Vous m'en voyez sincèrement navrée, afin qu'on puisse remonter cet incident, je vous prie de remplir le formulaire suivant : https://t.co/HtUowg2UGX ^ASZ",,98603.0,98607.0
98659,137593,True,2017-11-30 16:42:16+00:00,Los de @132703 han conseguido que el siguiente pedido de @116928  me llegue a un locker. Allí sí reparte Seur y llegan al día siguiente (que para eso tengo el prime).,"98658,98660",,98659.0
98658,AmazonHelp,False,2017-11-30 16:44:36+00:00,"@137593 Hola Rafa, ¿tienes algún pedido pendiente o algún inconveniente con la entrega? ^LG",98657,98659.0,98659.0
98657,137593,True,2017-11-30 16:46:15+00:00,@AmazonHelp Voy ahora de nuevo a pasarme por la oficina de ASM a ver si han encontrado el paquete. Pero que pedir a un locker que está a tres  calles de mi casa haga que el paquete llegue un día antes... Hacéoslo mirar. Tengo todo ahora de 2 a 3 días en domicilio.,98656,98658.0,98659.0
98656,137593,True,2017-11-30 16:46:51+00:00,"@AmazonHelp Y de verdad, parece que me estéis penalizando. O sales de casa a recogerlo, o un día más para la entrega. 😒",98655,98657.0,98659.0
98655,AmazonHelp,False,2017-11-30 16:50:28+00:00,"@137593 Comprendemos tu molestia, Rafa. Si no recibes respuesta de @132703, por favor contacta con nuestros compañeros de Soporte al Cliente a través del sitio web. ^LG",,98656.0,98659.0
108074,139996,True,2017-11-23 18:41:08+00:00,"Hi @AmazonHelp. Any chance of my package arriving during work hours tomorrow? Because, you know, I’m not at home during the day, and I generally like to leave work at 5pm. Thanks.",108073,,108074.0
108073,AmazonHelp,False,2017-11-23 18:49:00+00:00,"@139996 I understand your concern, Adam! We'd like to help! Depending on your carrier, your package can usually be delivered anytime until 8:00 PM. ^HM",108072,108074.0,108074.0
108072,139996,True,2017-11-23 18:52:12+00:00,@AmazonHelp Do you realise how unhelpful that response is? What do you suggest I do? Stay at work until 8pm? Change delivery to my home address and hope it’s delivered in the evening? Or just not shop with you? I’m all ears.,108071,108073.0,108074.0
108071,AmazonHelp,False,2017-11-23 19:02:00+00:00,"@139996 I completely understand your frustration! Let's take a look into available options in real-time. When you have a free moment, please reach out to us here: https://t.co/hApLpMlfHN",108070,108072.0,108074.0
108070,139996,True,2017-11-23 19:39:10+00:00,@AmazonHelp “In real-time”? By that you mean over the phone? My order isn’t displaying either.,108069,108071.0,108074.0
108069,AmazonHelp,False,2017-11-23 19:43:00+00:00,@139996 I'm so sorry about that! Please try this link: https://t.co/JzP7hlA23B instead. We're available in real-time via the Phone or Chat options in the link above. ^EZ,,108070.0,108074.0
122816,143406,True,2017-11-23 15:01:28+00:00,Amazonプライム会員になったので、孤独のグルメの「ふらっとQUZUMI」をまとめて観ています。食べた刹那の困り系喜び顔がたまりません。,122815,,122816.0
122815,AmazonHelp,False,2017-11-24 00:13:53+00:00,"@143406 Amazonプライム、ご登録ありがとうございます！特典一覧をお送りしますので、よろしければチェックしてみてください🙇‍♂️
|∀・).｡oO(中の人も「ふらっとQUZUMI」の部分好きです。なんというか、幸せな気持ちが伝わりますよね・・・🍀)　MH https://t.co/zmvHE88QIE",,122816.0,122816.0
124106,143758,True,2017-11-24 01:00:37+00:00,@115821 @AmazonHelp I manage to get into my account but you’re still blocking my purchases.,124105,,124106.0
124105,AmazonHelp,False,2017-11-24 01:18:38+00:00,@143758 I'm sorry for the delay. We don't have access to your account via Twitter. Would you please let a member of our team assist via phone? This link can be used to contact us: https://t.co/0nB5OiTSrj  -SE,,124106.0,124106.0
125387,116618,True,2017-11-23 23:00:03+00:00,"No football tonight, just family. #TNFonPrimeVideo returns on 11/30. https://t.co/xmN9TtIVHK",125386,,125387.0
125386,144114,True,2017-11-24 01:30:30+00:00,@116618 where's the game tonight? it's not allowing us to get on and watch?,125385,125387.0,125387.0
125385,AmazonHelp,False,2017-11-24 02:14:11+00:00,@144114 Thursday Night Football won't be airing tonight; I'm sorry for any inconvenience this may cause. More information on when it will be airing again can be found here: https://t.co/UpUbwv0fzM ^QJ,,125386.0,125387.0
126842,144472,True,2017-11-24 03:12:38+00:00,@117086 Olá acabei de comprar o produto Thor bomba divina na promoção e quando eu fui fechar o pedido ele parece que saiu da oferta. Por favor posso entrar em contato em detalhes com vocês?,126841,,126842.0
126841,AmazonHelp,False,2017-11-24 03:19:00+00:00,"@144472 Olá, Scott! Por favor, confira estas informações: https://t.co/S5UKmfqDzK ^CR",,126842.0,126842.0
131684,145698,True,2017-11-24 06:48:33+00:00,"First time I recommend @AmazonHelp @115850 to my friend saying 'ooh it's very nice no issue' and they deliver a wrong product which isn't eligible for return.

Kidhar aake taali bajau main batao?","131685,131686,131687,131688,131683",,131684.0
131683,AmazonHelp,False,2017-11-24 07:35:28+00:00,@145698 Apologies for the delivery of the wrong product. Did you report this to our support center? If not report it here: https://t.co/vlvfJr4nN9. We'd be glad to assist you. ^JS,,131684.0,131684.0
132439,145878,True,2017-11-24 08:04:11+00:00,@AmazonHelp Hi. Amazon.de order #303-8616874-5049134. I selected prime speed shipping for next day shipping; yet it shows arrival date for for wednesday 29/11. What's up with that?,132437,,132439.0
132437,AmazonHelp,False,2017-11-24 08:07:00+00:00,@145878 Hi Michael. Delivery times are from when an order dispatches. Not from when it's placed. I hope this help. ^DC,132438,132439.0,132439.0
132438,145878,True,2017-11-24 08:08:03+00:00,@AmazonHelp I see. Can I expect it garuanteed on Wednesday then?,132440,132437.0,132439.0
132440,AmazonHelp,False,2017-11-24 08:19:57+00:00,@145878 If the order confirmation says so - why not? Regards ^TA,132441,132438.0,132439.0
132441,145878,True,2017-11-24 08:23:18+00:00,"@AmazonHelp Figured I'd double check, it's my first more expensive order on Amazon. My bad for asking I guess? 🤔",132442,132440.0,132439.0
132442,AmazonHelp,False,2017-11-24 08:35:27+00:00,"@145878 The order confirmation usually shows the correct date. Therefore, we cannot tell you anything else. And don't worry: You can ask anytime :-) ^KM",,132441.0,132439.0
132483,145890,True,2017-11-24 07:52:55+00:00,@116316 Is this an international version? https://t.co/yQqX55guvk,132481,,132483.0
132481,AmazonHelp,False,2017-11-24 08:03:00+00:00,@145890 The mentioned mobile phone is a prepaid phone. The mobile phones sold by Amazon.de directly do not have a contract. You can therefore sign a contract with the company of your own choice. ^TA,132482,132483.0,132483.0
132482,145890,True,2017-11-24 08:07:52+00:00,"@AmazonHelp Ok, I can use it in the Netherlands without network issues? Is it the same phone as: https://t.co/UVSOtXOrNS",132484,132481.0,132483.0
132484,AmazonHelp,False,2017-11-24 08:41:29+00:00,"@145890 Yes, you should be able to use it without any network restriction in the Netherlands. ^AM",,132482.0,132483.0
132575,145909,True,2017-11-24 06:56:22+00:00,@145910 @115850 MRP is rs 135 inclusive of all taxes and delivery is free but I paid Rs 215 for this product how you can charge more than MRP? @7664 @118341 https://t.co/kOnaDkJ7Ao,132573,,132575.0
132573,AmazonHelp,False,2017-11-24 07:47:27+00:00,"@145909 We are sorry you feel that way. To know more about our pricing check this link out: https://t.co/HKfumBX3Ht. Please don't provide your order details, as we consider it to be personal information. Our Twitter page is visible to the public. ^VM",132574,132575.0,132575.0
132574,145909,True,2017-11-24 07:59:29+00:00,@AmazonHelp Due to GST every state have same MRP now and this product is manufactured after GST how you can charge more than MRP explain this or I will go to the consumer court,132576,132573.0,132575.0
132576,AmazonHelp,False,2017-11-24 08:21:29+00:00,"@145909 I get your concern. As mentioned earlier, the M.R.P. displayed for products on our website represents the full retail price listed on the product itself as shared by Manufacturers, Distributors or Sellers. Please refer to the link provided earlier for more details. ^AP",,132574.0,132575.0
133653,146128,True,2017-11-24 08:19:02+00:00,@115821 Courier Delivery man Mr. Amit Nagar (Mob  9690906485) demanding Bribe for Delivery the courier on my address when Amazon not able to delivery any product Why booked the couriers.   Very Bad Service given by Amazon.                     Order# 407-8101394-0361901,133651,,133653.0
133651,AmazonHelp,False,2017-11-24 08:39:26+00:00,"@146128 I'm sorry for the experience with delivery. We'd like to look into it. Please share your details here: https://t.co/cllwXc2HeK we'll reach out to you soon. Also, please don't provide your order details, as we consider it to be personal information. ^AP",133652,133653.0,133653.0
133652,146128,True,2017-11-24 08:43:40+00:00,@AmazonHelp i have recorded delivery man Phone call. he is demanding clearly bribe for delivery the courier very poor service by amazon.,,133651.0,133653.0
140935,147799,True,2017-11-24 11:42:47+00:00,"@AmazonHelp Your delivery service has lost my parcel, but are saying it has been delivered. It can't possibly have been as no one was home. What exactly am I supposed to do now?",140934,,140935.0
140934,AmazonHelp,False,2017-11-24 11:52:51+00:00,"@147799 Thank you for contacting us! I am sorry your package hasn't arrived. Just to clarify, which site are you using, https://t.co/4QMruY51pq .uk/ .de? ^SC",140933,140935.0,140935.0
140933,147799,True,2017-11-24 11:53:17+00:00,@AmazonHelp .uk,140932,140934.0,140935.0
140932,AmazonHelp,False,2017-11-24 11:57:29+00:00,@147799 Thanks for letting us know! We'd like to help you locate your package. Let's start here: https://t.co/wC1NQq7LMi. Please let us know if you need any additional help. We're here for you! ^KJ,140931,140933.0,140935.0
140931,147799,True,2017-11-24 12:01:28+00:00,"@AmazonHelp Already done that. I phoned last night, they said they would investigate. Emailed today to say it has been 'delivered correctly'. So you've sent two tablets somewhere but don't know where or who accepted the delivery because theres no signature but it wasn't me or my neighbours!",140930,140932.0,140935.0
140930,AmazonHelp,False,2017-11-24 12:05:23+00:00,@147799 I am sorry to hear this. Please click on the link below to contact us and we will see what options we have for you: https://t.co/JzP7hlA23B.^GA,,140931.0,140935.0
