query,expected_response,max_similarity,average_similarity,confidence,retrieved_correct
Mon colis est arrivé à bon port :D @AmazonHelp,"@216940 Bonjour, ravie que vous ayez reçu votre colis à temps et j'espère qu'il vous conviendra.😍👌^FT",0.9428805112838745,0.8808980584144592,0.9242857754230499,True
@115850 where is this ..... https://t.co/SIudl3fzbz,@172139 Please reach out to our support team here: https://t.co/9mwpIdOzZn and we'll help you with the details of the tracking. ^ZH,0.8266369104385376,0.8026212692260742,0.8194322180747986,True
"Wow Dept.: GMgr kept giving me 20 hours/week when I repeatedly asked for 40. 8 people have quit this week, no notice.Thanks God for 40hrs!🙏🏽 https://t.co/jmd8yw74TE",@468562 maybe she has faith in you?,0.9592165946960449,0.8427246928215026,0.9242690241336822,True
"After years of buying, first time I ship with Amazon Logistic and it's just a quick way to throw away my money, 800 $ lost in merchandise and you just can not be held responsible. What good policies, guys, great work. @115821 @116928, that was a Black Friday in deep",@230469 Hello Jesus. Sorry for the trouble this has caused. We don't have access to your account via Twitter but we recommended you to contact our Customer Service at the following link in order to check what happened: https://t.co/OjvUxwnzPe. ^AA,0.857442319393158,0.8482351779937745,0.854680176973343,False
@116316 Hab mir Star Wars Bettlefront 2 vorbestellt und es ist immernoch nicht angekommen,"@742146 Hi, der Tag ist noch nicht vorbei und manche Dienstleister liefern bis 21 Uhr aus. Was sagt denn die Sendungsverfolgung? Liebe Grüße ^TA",0.8835334777832031,0.8365210652351379,0.8694297540187834,True
Watch amazon and Nokia #UniteFor #Fun by bringing the sensational new Nokia 6 to fans all across India. #AmazonExclusive,@115850 Love the new phone... absolute delight to use,0.8210561275482178,0.803438377380371,0.8157708024978637,False
"@AmazonHelp Bonjour, j'ai passé une énorme commande informatique et j'ai reçu mon 1er paquet : pour un item à 100€ ça vous semble normal de le recevoir dans cet état ? Je me suis faite livrée au travail la personne n'a même pas eu le temps de me chercher pour refuser ou autre https://t.co/HANeqrIuyp","@773888 Bonjour, je suis désolée par rapport à cela😓
L'article est bien intact? N'hésitez pas à soumettre une évaluation sur l'emballage via: https://t.co/5RSTvPMUPk ^FT",0.9194929003715515,0.9159899592399597,0.9184420180320739,False
"@AmazonHelp I love firetv, but I can't keep it if I can't run Hulu Live TV. PLEASE HELP!!!!!!!!!","@699279 We're here to help, Dave! Do you have the latest Hulu app downloaded to your Fire TV? Please let us know! ^FD",0.9539611339569092,0.8912712931632996,0.9351541817188262,True
"Hi @115821 &amp; @1016 
Is there a problem with your 1-click buying platform? Keeps crashing when I try by an audio book with you",@319988 I'm sorry for the tech troubles you're facing; what device are you using when attempting to purchase these audio books? ^WM,0.9483172297477722,0.8917556881904602,0.9313487672805786,True
"I order &amp; paid, then requested an update card, and I update it then they tell me to pay again but I already pay be fore @AmazonHelp","@446836 Has the charge been declined? If so, please get in contact with your bank. ^JY",0.9293317794799805,0.8779036164283752,0.9139033305644989,True
"Dear @115821 

May as well use these #280characters 

For the past 5 days you have had my account on hold, during 11 phonecalls I have been repeatedly promised that someone will be in touch in the next 24 hours. Well the times your customer support didn't hang up on me. /1","@115821 I have no idea what is happening with my account or orders, emails sent to me have incorrect information and malformed URL's making them look like phishing attacks. 

My general opinion of your customer support is they are blatantly lying to me to make me go away.

Please advise.",0.8908559679985046,0.8611072778701783,0.8819313609600067,True
"Mañana es el Día Nacional del Libro (aquí en México). Esperemos que @116875 se ponga a mano.
😬😅👍",@192932 Hola Gabriel. Ponte atento a nuestras redes sociales y a nuestra página web para cualquier novedad. Saludos.  ^JJ,0.8998310565948486,0.8379825592041016,0.8812765073776245,True
@115850 Package was supposed to contain two items. Got only one. Order no 408-8079642-5201107,@364563 Please don’t provide your details as we consider them to be personal information. Our Twitter page is public. ^SA 2/2,0.8786702156066895,0.8591946363449097,0.8728275418281555,False
@115850 why your link gets down time to time everyday?? U gotta do something about it.,@350765 That's unusual. I've checked and the application appears to be working fine. Could you try reinstalling the application? ^PB,0.8575078248977661,0.814986503124237,0.8447514283657074,True
"@AmazonHelp It says it will be arriving today, but it also says it's delayed. Should I expect it to arrive today or not? https://t.co/HEkrQ8twpQ",@411009 That's odd. What does the most recent tracking detail show as the status? Check from the order: https://t.co/Y5jpI9gRhE ^MJ,0.9481147527694702,0.9302151083946228,0.942744859457016,True
It is quite a comment because every time you're courier partners delay delivery dates by giving fake reasons. I'm supposed to get delivery of two orders today but both are delayed now. https://t.co/3QxONCvqdJ,@184029 Sorry for the hassle with delivery. We certainly did not expect this to happen. Kindly report this to our support team here: https://t.co/rS49hgaADF so that we can assist you accordingly. ^RI,0.9585513472557068,0.8784371018409729,0.9345170736312867,True
someone stole my amazon package I'm heated bruh,"@623676 Hi, sorry to hear. Please reach out - https://t.co/hApLpMlfHN we'll be happy to look into this further. ^TP",0.8793525099754333,0.8468622446060181,0.8696054303646087,True
Unable to set echo to work with saavn. Please help. @115850 @5503,@198260 May I know if you have set the preferred market place to India? ^SH,0.8673800826072693,0.8130306482315064,0.8510752522945404,True
@115830 I have amazon prime and ordered 3 items last night. All of them were available on prime and yet they aren’t coming until Thursday. Could you please tell me why? Thanks.,"@799744 My apologies for the inconvenience, Gemma. Please visit us here for more information: https://t.co/95jQQMr2KX ^RB",0.9538733959197998,0.9004879713058471,0.937857768535614,True
@115850 @121294 Yesterday my LGQ6 was delivered and I complain for its heating issue but didn't get any appropriate response.,@121293 Please share your details from the link here: https://t.co/beaaDm0muc to assist you accordingly. (2/2)^HR,0.8462889194488525,0.8327163100242615,0.8422171366214751,False
@115821 will i get a refund.,@552378 Without giving out personal / account information can you give us a bit more information? What was the issue? Have you contacted us? ^MI,0.8508774042129517,0.8419111490249633,0.8481875276565551,False
"When you want to print loads things off but run out of... yellow! Can't ever print black&amp;white! Luckily ink will be here tomorrow, thank you @115830 #HatePrinters #NoInkNoFun",@708453 Glad we could help you out Martin. :) Please keep us posted!! Thanks. ^GA,0.9602382183074951,0.8279453992843628,0.9205503726005554,True
"@115821 …. I love you. You’ve made being a pet owner so much easier. Last night we suffered the horrible loss of the only tennis ball this household owned. At least one family member started to despair, and I couldn’t run for new toys.","@115821 BAM. 1-hour delivery from @117795. We have backup tennis balls, squeaky tennis balls, and this goofy loofa dog toy that is already cherished. https://t.co/j7SI2CFyJl",0.8498831987380981,0.8103839755058289,0.8380334317684173,True
@115821 Delivered damaged product and refused replacement despite product avialability,@306231 Hi Mamta-Depending on what the item is &amp; who the item is sold by a replacement isn't always possible. Was a refund offered? ^NV,0.8802716732025146,0.8284553408622741,0.8647267735004425,True
@AmazonHelp hi I’ve just ordered something but forgot about prime. Could you change this for me? Is deli every via prime free?,"@265720 Hi, Kirsty! I'm sorry but we are unable to see your order details on Twitter. Not all items are eligible for Prime shipping. If the item was sold by Amazon and has not entered the shipping process, you may use this link to make changes: https://t.co/ANHKK6kNHS  ^SP",0.9216902256011963,0.8787305474281311,0.9088023221492767,True
@AmazonHelp any reason you’ve still not dispatched my order a week after I ordered it?,"@673378 Hi Jack, have you received any updates on your order tracking? What was the original estimated delivery date you were given when you placed the order? ^PJ",0.920164942741394,0.9109828233718872,0.9174103069305419,True
Wow @AmazonHelp has missed a handful of delivery dates this week. Prime is feeling sub-par.,"@534798 Truly sorry to hear we've missed our delivery dates, this isn't our intention! Have you had the chance to reach us in real time, via phone/chat, to explore possible options? If not, please do so here: https://t.co/hApLpMlfHN We're here for you! ^JE",0.9043647050857544,0.9007179260253906,0.9032706713676452,False
@115830 why do you allow #EBuyerExpress 2 sell what turns out 2 be counterfeit faulty @115858 products on ur website &amp; won’t do anything about it??!! They refuse 2 provide refund or prepaid post label 2 return goods! You’re both breaking the law!!😡😡,"@262728 Hi, have you spoken to us directly regarding your order with the seller, and if so, what were you advised? Have you looked into filing an A-to-Z Claim for your order? You can find more information regarding the A-to-Z Claim here: https://t.co/Y8C22rnxch ^PJ",0.9508391618728638,0.8650235176086426,0.9250944685935973,True
"@115850  i want to return headphone. I receive my order, when i open it, seal is already broken.I attach pic of broken seal. No-8620977025 https://t.co/o3RRK6ZWlP","@307693 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^EM",0.9007468223571777,0.8532868385314941,0.8865088272094725,False
Ach @116316 ... https://t.co/AT1qPqvJbr,@661263 Die Verpackung ist für den Artikel etwas groß geraten - für deine Katzen aber wohl dann doch nicht groß genug 🙂. Spaß bei Seite: Feedback zur Verpackung kannst du uns gleich hier übermitteln: https://t.co/ewLj96gxCH,0.8524191379547119,0.8150317788124084,0.8412029302120209,True
"Why am I paying for amazon prime, if my order is going to be late?!","@735942 Oh no, I'm sorry for the frustration! Did we miss the delivery date provided on Your Orders page here: https://t.co/Y5jpI9gRhE ^EA",0.8923723697662354,0.8724487781524658,0.8863952922821043,True
The Amazon delivery guy also brought cookies for Spike. The cookies are in a box that he can't open so he has raided the dustbin for the bag they were delivered in. Greedy pig. 🙄 https://t.co/VHK4NYzDOc,"@763810 I know exactly how Spike feels, especially when I smell my wife's cooking. Sadly I am not half as cute as Spike so I don't get off as easy. I would love to send Spike some treats. please fill out the form here:  https://t.co/R55eEQwSEs ^SM",0.9111813306808472,0.8458941102027893,0.8915951645374298,True
@115850 maine ek bat order kiya hi kab tak aayega,@687298 Orders are delivered as per the estimated delivery date assigned to it. Track your order here: https://t.co/pYHdlcj0Ot ^RS,0.8830329179763794,0.8379010796546936,0.8694933664798736,True
"@116928 sabeis si hay algun problema de inicio de sesion dentro de vuestra pagina web? 
Mas que nada porque no me deja iniciar sesion ni ver mis pedidos","@146389 Hola Leo, no tenemos ningún problema reportado. ¿Ves algún mensaje de error al intentar ingresar? ^AR",0.9243853688240051,0.8549743890762329,0.9035620748996734,True
@115830 well after holding for over an hour to be told I couldn't be helped I hung up 😩#sortoutyourcallcentresamazon https://t.co/fSpz2hr0BI,"@683415 I'm sorry! Were we able to provide any insight as to what the issue is? Without providing account info, can you tell us more about why you initially rang? ^WT",0.8844879269599915,0.8416214942932129,0.8716279971599579,True
@AmazonHelp @115850 when can I expect it to be delivered? https://t.co/oXYA144Ok7,@734125 This is not a genuine offer. Please do not share your personal info. Thanks for flagging this. Please stay tuned to our website for genuine offers and promotions. ^MK,0.9044354557991028,0.8947514772415162,0.9015302622318266,True
"@AmazonHelp Package due to be delivered today. Two hours ago your tracking page said ""Driver is making 3 deliveries before yours"", now it says there are ""7 deliveries before yours"". Is it being delivered in a DeLorean per chance? #backtothefuture #timemachine","@135799 Hey, apologies that your package is stuck in time and space! Packages can get re-routed due to bad traffic, construction, or weather. Sometimes the delivery schedule needs to be juggled. You should still receive your package today! ^JC.",0.9673241376876831,0.9021488547325134,0.9477715528011321,True
@115830 your movies to rent are not accessible. No subtitles. What's that about?,@236686 I'm sorry for any trouble! I'm not able to reproduce this after browsing titles on the website. Is there a particular title you're experiencing this with? ^SB,0.9148052930831909,0.8429102540016175,0.8932367813587188,True
Hey @115821 how about getting a delivery option that doesn't lie. No package; no note. Been home all morning. https://t.co/3u6VixgBiw,@201481 I'm sorry your parcel isn't near your front door or porch as noted! Please try these steps  (1/2),0.8869667053222656,0.882370936870575,0.8855879747867583,False
@115821 @120533 j'ai souscrit à Labbonement de audible est je n'ai toujours pas reçu le coup' de reduction ( le code ) de 5 euros qui est normalement applicable sur le site ?!,"@268649 Bonjour,
Avez-vous contacté notre SAV pour leur faire part de la situation?
^MD",0.9562283754348755,0.8556733965873718,0.9260618817806243,True
@AmazonHelp Hey guys.. Cloud Sync never finishes syncing. Issue has persisted for months on and off. Desktop app needs an upgrade. https://t.co/leiUfFz5TW,@367874 Oh no! I'm sorry for the troubles. Let's look into some live troubleshooting here: https://t.co/hApLpMlfHN ^TG,0.9663712978363037,0.8476331472396851,0.9307498526573181,True
"@115833 The routines option is not working, whatever phrase I enter, the app tells me Alexa cant do that. Even the phrases that are the examples","@622504 Hi, sorry to hear that. Have you tried the troubleshooting steps from this page: https://t.co/RYKnKIKMzF? ^JJ",0.9481809139251709,0.8865063548088074,0.9296785461902618,True
Tomorrow it will be 25 days since I made this order and final date conveyed to me for delivery. @AmazonHelp @115850 Will it be fulfilled ? https://t.co/ODJtaOmUBQ,"@192844 Predhin, we''ve sent you an email. Please check your inbox here: https://t.co/8DAc10S7ww and reply for further assistance. ^MS",0.9697774648666382,0.8809529542922974,0.9431301116943358,True
Where’s the foliage at?! @115821 https://t.co/2XybGAvuOn,"@717284 I'm sorry for any trouble. We'd like to help if possible, will you tell us more about your issue? ^CL",0.8671116232872009,0.7876140117645264,0.8432623398303984,True
Surpassed delivery due date still no Response from Amazon #Fakesellers #untraceabletrakingid #AmazonIndia #Order Id - 171-5675025-6285128 https://t.co/wCcVgcnEzy,"@453689 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ 2/2 ^NK",0.8534405827522278,0.8519203066825867,0.8529844999313354,False
@132994 @115850 I'm so hurt https://t.co/Qnv1sHJT8F,"@773054 I'm sorry, may I please know about what went wrong? ^SI",0.8661231994628906,0.8149364709854126,0.8507671809196471,True
"#iPhone8AppQuiz
Have you declared the results for iphone 8 app quiz? @AmazonHelp",@119446 The winners have been announced. You can view the names of the winners here:https://t.co/MGupOOYvHT ^EM,0.8977576494216919,0.8903701543807984,0.8955414009094238,False
Help. @AmazonHelp,"@588022 Hey, Aaron. W/o providing personal or account specific info, can you tell us what's going on? We'd love to try to help! ^LB",0.8938524723052979,0.8884427309036255,0.8922295498847961,False
"thanks for the No Help @115821 you act like it's my 1st time ordering, NOT! https://t.co/idi7fFaQNG","@444901 I'm sorry, Nicki. Who was the carrier responsible for delivering your order? You can find out here: https://t.co/Y5jpI9gRhE Please keep us posted, we're here to help! ^KL",0.9297851324081421,0.8907161951065063,0.9180644512176512,True
@115850 it seems you delivered the product on the address which was closed for diwali eve. Strange !! Too frustrating,@383566 Could you please let us know if you have filled the details in the link mentioned above? ^PR,0.9490758180618286,0.8997556090354919,0.9342797553539276,True
Again I am asking is there any pickup policy of Amazon. How much time does it take to pickup the mobile for return @115850 @amazonHelp https://t.co/vZGMadAm3T,"@219482 I understand that you are inquiring about mobile returns, is there any courier and slot assigned to collect the order? ^MJ",0.9613874554634094,0.8876501560211182,0.939266265630722,True
@AmazonHelp faut qu'on parle.,"@248645 Bonsoir,
Je suis à votre disposition.
^MD",0.8829226493835449,0.8778023719787598,0.8813865661621093,False
@AmazonHelp how do i collect an order from an amazon locker?,"@266914 Hello, Nikita! When you arrive to collect your package, enter your pickup code or scan the barcode using the barcode scanner and follow the instructions on the screen. You can read more on our Help Pages here: https://t.co/GETXLCHjrE ^KL",0.8827824592590332,0.8521074414253235,0.8735799539089202,True
"@AmazonHelp Hola. He empezado por la campaña ""El Camino"" de Alex Hunter. Una pasada disfrutarlo jeje. Gracias por el la Oferta y sobretodo por el servicio de envio rápido 😊😊","@209571 ¡Joserra pues acabo de ver el Tráiler oficial y se ve increíble! Espero que lo disfrutes mucho, por favor cuéntanos ¿Qué otro juego le sigue a este? https://t.co/vTiqbDUwkS",0.9120693206787109,0.8785947799682617,0.9020269584655761,True
@AmazonHelp Your Rajendra chat with me he is worthless. I made return package please arrange collection. Thanks,@215706 Please share your info through a desktop/laptop only. (2/2) ^VM,0.855961799621582,0.8532807111740113,0.8551574730873108,False
@AmazonHelp Form filled. Please respond accordingly,"@169995 Thank you for confirming, we are working on it and will get back to you with an update soon. ^SI",0.9254357218742371,0.9003164410591126,0.9178999376296997,True
"Looking for an excuse to shop for appliances? Now you have one! Get the best selling home appliances and avail discounts up to 60%. This offer is specially for today, only on Amazon. Shop now: https://t.co/kEJ7w6aC15 https://t.co/SMAXAWJpro",@115850 When will be the next Great Indian Sale??,0.7832620143890381,0.7736386299133301,0.7803749990463256,False
Eu amo a @117086,"@378017 E nós amamos você, Vitor! 🙈 O que a gente fez para merecer essas palavras? :3 ^CR",0.7769550085067749,0.7719396233558655,0.775450392961502,False
"Eh @2600 annoncer une livraison un 26 décembre sur une adresse en Moselle, ça pue l'algorithme développé made in USA or India","@803581 Bonjour, le produit que vous avez commandé est en stock? ^BR",0.8721605539321899,0.7772816300392151,0.8436968767642974,True
"@AmazonHelp la franchement , je suis dégoutée …  je paye un service a 49 euros par an … pour du «  on ne sait jamais «  …. J’ai pas les mots .. https://t.co/5CfU4912LU","@725572 Bonsoir, je comprends votre situation, et j'en suis navrée. La commande est-elle expédiée ? Si oui, que mentionne le suivi du colis? ^FT",0.9409765601158142,0.9096687078475952,0.9315842044353484,True
"@115850....Now two question comes to my mind to use this app or not to use, to call at your customer desk or not to call, i placed 3 order",@326110 feedback internally to the concerned team so that it is not repeated. Request you to place a new order. 2/2 ^NK,0.8290011882781982,0.8247581601142884,0.8277282798290252,False
@AmazonHelp Can you please reply to my DM?,@192121 We've responded to you via DM.  ^HN,0.9347352385520935,0.9286821603775024,0.9329193150997162,True
@AmazonHelp I am unable to add Amazon gift voucher to my account,@171099 What is the error you're getting? ^RW,0.9462149143218994,0.8828745603561401,0.9272128081321716,True
"comprei meus livros de harry potter q estavam faltando tudo na black friday por 9,90 😃 quero que chegue logooo @117086","@609703 Accio Livros! 🤓⚡️ Violet, eu AMO Harry Potter, quais livros você comprou? ^VL",0.9420788288116455,0.896366560459137,0.928365148305893,True
"@115850 even after filling the form sharing all details there is nothing done , same delivery address everything is getting delivered but your @149473 sucks","@261125 We currently ship packages with several couriers, for standard domestic shipments, depending on the weight of the package and the distance it has to travel from our fulfillment center. I've noted the comments internally for a review. Appreciate your understanding. ^BS",0.8228097558021545,0.8184045314788818,0.8214881885051726,False
I'm almost positive the mailman isn't running today @AmazonHelp  but it says my package is still coming and the little meter keeps rising... https://t.co/8EiCs6Wt5Q,@205738 Has the order passed the original order delivery date? ^DD,0.9518147706985474,0.8820099353790283,0.9308733201026915,True
"届いた〜（｡ӧ◡ӧ｡）
Amazonプライム会員だから
ものっそい安く買えた♡♡
もうほとんど買い揃えた✌︎
後は実家近くの西松屋とかで
おしりふきとか粉ミルク買えばいいや！
15日には荷物全部実家に運ぶから
産休入ったらまとめなきゃ😂 https://t.co/XOz3QHNNGf","@787318 |´-`)ﾁﾗｯ　Amazonのご利用ありがとうございます！
今後ご入用なものも増えてくるかと思いますので、当サイトをぜひご活用くださいませ😀👶🎊 HM",0.908037543296814,0.8860433578491211,0.901439287662506,True
"@AmazonHelp KS i suggest if you check your system before start nagging the customer,I hve already filled my details.","@215334 If you've shared the details, you should've received an email from our team. Please check and revert the same. ^HA",0.8932797908782959,0.8782163023948669,0.8887607443332672,True
"@115850 your delivery boy calls me saying I’ll get sms of delivery, I received the SMS but not the package. Tracking ID 982100216904","@272841 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ 3/3 ^EM",0.8537659049034119,0.8458197951316834,0.8513820719718933,False
@115821 @115851 the delivery guy today was drunk! These guys amazon uses are scary. Some look like they may rob the package they just delivered!! #Amazon,@261776 I'm sorry for the poor experience. We'd like to have our Transportation team look into this further. Please send us more details here: https://t.co/mzTBtbGwPL ^CO,0.9269737005233765,0.8943839550018311,0.9171967768669128,True
Amazonの使い方が分からない。,@206822 Amazonでの買い物方法についてご案内しているヘルプページがございます。こちらをご参照下さい。 https://t.co/2refjbU80W EK,0.8851804733276367,0.8569552063941955,0.8767128932476043,True
もアマゾンで荷物頼んだけど今日配達予定だけど郵便の追跡見てみると12月6日になっとるんよね〜,@810914 なお、Amazonマーケットプレイスの出品者が発送する商品の場合は、出品者に直接お問い合わせください。出品者へのお問い合わせ方法はこちらをご参照ください。https://t.co/ZXCXcbN3Tv TN,0.8194333910942078,0.8108367562294007,0.8168544006347656,False
"Oh look, another @AmazonHelp screw-up….  I wonder how their Net Promoter Score is doing lately. Probably piss poor, like their service. https://t.co/gkBb7AytMg","@534798 @AmazonHelp You're not the only one. @115830 haven't responded to my issue either. Ordered Hue bundle deal on Black Friday; received email today saying they won't fulfil it &amp; suggesting I should pay &gt;2x more for the (near identical) ""new edition"".   

Customer service melt-down.",0.9006754755973816,0.8980571269989014,0.8998899710178374,False
"This festival of prosperity, shop for certified gold from Senco &amp; avail 5-30% off. https://t.co/Yz3pngmntF #DiwaliJewellerySale https://t.co/kOvgWjILW6",@115850 when will i recieve my order? its been a month now,0.7776790261268616,0.7679463505744935,0.7747592234611511,False
@115850 Not getting the refund amount. It has already been way past the number of days promised. order id  (403-8330313-8873142).,@181741 We apologize for the delay. Please contact us here: https://t.co/rS49hgaADF so we could get this sorted.(1/2)^RS,0.8874658942222595,0.8823919296264648,0.885943704843521,False
Amazon lied! Xenoblade is out for delivery and in my area now!!,"@227675 Hi Alana, are you having a particular issue with your order?^PJ",0.9366639852523804,0.8966614007949829,0.924663209915161,True
"Co-worker messaged me picture that @115821 's delivery service left as proof of delivery... where they left his package in front of the door.

Where we work.

Which is a very obvious business.

That is currently closed.

So now we get to see if it's there in the morning.","@115821 Getting packages delivered at work is how a lot of us roll. It wasn't an issue before Amazon swapped to their own delivery service since UPS has an actual schedule with our business.

But now? WTF is even a schedule?",0.8937819004058838,0.8506949782371521,0.8808558237552642,True
Disappointed to learn that inline footnotes are broken in the @117634 edition of Death’s End. Weird because the first footnote worked.,@152471 I'm sorry for the poor experience! So we can better assist; what device are you using to read this book? ^WT,0.9512438774108887,0.7963339686393738,0.9047709047794341,True
@120533 le service au client par telephone c'est horrible.,"@588974 Bjr, je suis sincèrement désolé que vous ayez cette impression, puis-je savoir de quoi s'agit-il, s'il vous plaît ? ^RA",0.8625097274780273,0.8060668706893921,0.8455768704414367,True
@115821 @1840 I ordered LG Q6 with one day delivery on 14 Oct. But still not got after 4 days. The worst service I have ever seen &amp; also your call representative not resolve my issue. I called several times &amp; every time they gave me a commitment that was never fulfill till date,"@336576 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^ZH",0.8474321365356445,0.840427041053772,0.8453306078910827,False
"@AmazonHelp Placed an order for 2 day shipping (prime member) and the items have been ""out for delivery""  in the wrong city for 3 days. Please stop using Intelcom for deliveries.",@738467 I am very sorry to hear this David. Can I ask for you to reach out to us through the link below so we can see what options we have for you: https://t.co/hApLpMlfHN. ^GA,0.9706692695617676,0.9050208687782287,0.9509747493267059,True
@115833 @AmazonHelp Hey! How do I delete (not just disable) smart home devices on my Echo?,"@697467 We're here to help, James! You can find more information on disconnecting a smart home device from Alexa here: https://t.co/ICJfFuDWak. Please let us know if this helps! ^VB",0.9235978126525879,0.8458076596260071,0.9002607667446136,True
"@115850 
Dear sir
As i had raised the issue on 14 oct itself ... but unfortunately not acted upon by amazon .. the market share went down https://t.co/PQTJkvLYmf",@309302 I'm sorry about any unpleasant experience you had with us. Kindly elaborate and we'll help you. ^GK,0.95748370885849,0.8920904517173767,0.937865731716156,True
@115821 I got charged for Amazon Prime even though I don’t have it? I even checked my membership and it’s empty??? How can I get a refund,@522160 I'm sorry for the trouble. We'd like to speak with you via chat or phone here:  https://t.co/hApLpMlfHN ^DG,0.9372607469558716,0.8984625816345215,0.9256212973594665,True
@AmazonHelp I am shocked to mention that Amazon being such a company couldn't manage their delivery services. I had ordered One Plus 5T on 21st Nov as a birthday present for my husband and it got delivered to some other person with some different name yesterday evening.,@281820 We've responded to your query here: https://t.co/KjLG8zOt5n. Kindly check. ^PS,0.9665317535400391,0.8951749086380005,0.9451247000694274,True
"@115850 @115821 lousy customer care, and abusive delivery guys!! https://t.co/OpNTsOQAef",@799917 I'm sorry about the bad experience with the delivery. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll look into this. ^SG,0.8785843849182129,0.8703977465629578,0.8761283934116364,True
Dear @119625  can we get modern family too. What's comedy without that??? #justathought #amazonprime #comedy,"@461171 I get your concern, Jamal. I'll be sure to share your comments with internal teams for review. Please stay tuned. ^SV",0.9343903064727783,0.8552687168121338,0.910653829574585,True
"Hey @115821 there is a bug in your iOS app. If you are attempting to return an item, and you want to add more items to the return, if you tap “show more” on the more items list, there is no way to get back to the return process.","@119409 Thank you for making us aware of this, sorry for any inconvenience! As a work-around, you may also use this link to access our Returns Center from the web browser: https://t.co/pOKHqOQHIu ^JE",0.9422282576560974,0.7692967295646668,0.890348799228668,True
@AmazonHelp you hit my account 3 times... why,"@474147 Hi there! When you say we ""hit your account"" can you tell me what you mean? Please remember not to post account details. ^CN",0.9319117069244385,0.8864183545112609,0.9182637012004851,True
