tweet_id,text,conversation_length,message_length_group,conversation_length_group,intent
1986441,Help. @AmazonHelp,8,very_short,very_long,other
2279314,"thanks for the No Help @115821 you act like it's my 1st time ordering, NOT! https://t.co/idi7fFaQNG",10,short,very_long,other
1212235,@115850 it seems you delivered the product on the address which was closed for diwali eve. Strange !! Too frustrating,20,medium,extreme,delivery_tracking
1204443,Again I am asking is there any pickup policy of Amazon. How much time does it take to pickup the mobile for return @115850 @amazonHelp https://t.co/vZGMadAm3T,24,long,extreme,returns_refunds
551905,@AmazonHelp faut qu'on parle.,10,very_short,very_long,other
619128,@AmazonHelp how do i collect an order from an amazon locker?,6,short,long,order_management
782330,"@AmazonHelp Hola. He empezado por la campaña ""El Camino"" de Alex Hunter. Una pasada disfrutarlo jeje. Gracias por el la Oferta y sobretodo por el servicio de envio rápido 😊😊",3,long,medium,other
828309,@AmazonHelp Your Rajendra chat with me he is worthless. I made return package please arrange collection. Thanks,7,medium,long,returns_refunds
226161,@AmazonHelp Form filled. Please respond accordingly,13,short,very_long,other
2545406,"Looking for an excuse to shop for appliances? Now you have one! Get the best selling home appliances and avail discounts up to 60%. This offer is specially for today, only on Amazon. Shop now: https://t.co/kEJ7w6aC15 https://t.co/SMAXAWJpro",29,very_long,extreme,other
1093301,Eu amo a @117086,6,very_short,long,other
2900959,"Eh @2600 annoncer une livraison un 26 décembre sur une adresse en Moselle, ça pue l'algorithme développé made in USA or India",8,medium,very_long,delivery_tracking
2560163,"@AmazonHelp la franchement , je suis dégoutée …  je paye un service a 49 euros par an … pour du «  on ne sait jamais «  …. J’ai pas les mots .. https://t.co/5CfU4912LU",18,long,extreme,account_subscription
868081,"@115850....Now two question comes to my mind to use this app or not to use, to call at your customer desk or not to call, i placed 3 order",4,medium,medium,order_management
319151,@AmazonHelp Can you please reply to my DM?,10,very_short,very_long,other
231351,@AmazonHelp I am unable to add Amazon gift voucher to my account,6,short,long,payment_billing
2061582,"comprei meus livros de harry potter q estavam faltando tudo na black friday por 9,90 😃 quero que chegue logooo @117086",4,medium,medium,delivery_tracking
2346209,"@115850 even after filling the form sharing all details there is nothing done , same delivery address everything is getting delivered but your @149473 sucks",16,long,extreme,delivery_tracking
995413,I'm almost positive the mailman isn't running today @AmazonHelp  but it says my package is still coming and the little meter keeps rising... https://t.co/8EiCs6Wt5Q,4,long,medium,delivery_tracking
2826438,"届いた〜（｡ӧ◡ӧ｡）
Amazonプライム会員だから
ものっそい安く買えた♡♡
もうほとんど買い揃えた✌︎
後は実家近くの西松屋とかで
おしりふきとか粉ミルク買えばいいや！
15日には荷物全部実家に運ぶから
産休入ったらまとめなきゃ😂 https://t.co/XOz3QHNNGf",2,medium,short,other
429015,"@AmazonHelp KS i suggest if you check your system before start nagging the customer,I hve already filled my details.",5,medium,long,other
643804,"@115850 your delivery boy calls me saying I’ll get sms of delivery, I received the SMS but not the package. Tracking ID 982100216904",4,medium,medium,delivery_tracking
598066,@115821 @115851 the delivery guy today was drunk! These guys amazon uses are scary. Some look like they may rob the package they just delivered!! #Amazon,4,long,medium,technical_support
383366,Amazonの使い方が分からない。,2,very_short,short,other
2931914,もアマゾンで荷物頼んだけど今日配達予定だけど郵便の追跡見てみると12月6日になっとるんよね〜,3,very_short,medium,delivery_tracking
2934443,"Oh look, another @AmazonHelp screw-up….  I wonder how their Net Promoter Score is doing lately. Probably piss poor, like their service. https://t.co/gkBb7AytMg",10,long,very_long,other
841328,"This festival of prosperity, shop for certified gold from Senco &amp; avail 5-30% off. https://t.co/Yz3pngmntF #DiwaliJewellerySale https://t.co/kOvgWjILW6",17,long,extreme,other
275175,@115850 Not getting the refund amount. It has already been way past the number of days promised. order id  (403-8330313-8873142).,13,medium,very_long,returns_refunds
473153,Amazon lied! Xenoblade is out for delivery and in my area now!!,4,short,medium,delivery_tracking
2369628,"Co-worker messaged me picture that @115821 's delivery service left as proof of delivery... where they left his package in front of the door.

Where we work.

Which is a very obvious business.

That is currently closed.

So now we get to see if it's there in the morning.",5,very_long,long,delivery_tracking
417034,Disappointed to learn that inline footnotes are broken in the @117634 edition of Death’s End. Weird because the first footnote worked.,6,medium,long,product_information
1990127,@120533 le service au client par telephone c'est horrible.,16,short,extreme,other
1871736,@115821 @1840 I ordered LG Q6 with one day delivery on 14 Oct. But still not got after 4 days. The worst service I have ever seen &amp; also your call representative not resolve my issue. I called several times &amp; every time they gave me a commitment that was never fulfill till date,6,very_long,long,delivery_tracking
2611579,"@AmazonHelp Placed an order for 2 day shipping (prime member) and the items have been ""out for delivery""  in the wrong city for 3 days. Please stop using Intelcom for deliveries.",2,long,short,delivery_tracking
2429451,@115833 @AmazonHelp Hey! How do I delete (not just disable) smart home devices on my Echo?,2,short,short,technical_support
1307634,"@115850 
Dear sir
As i had raised the issue on 14 oct itself ... but unfortunately not acted upon by amazon .. the market share went down https://t.co/PQTJkvLYmf",2,long,short,other
2494918,@115821 I got charged for Amazon Prime even though I don’t have it? I even checked my membership and it’s empty??? How can I get a refund,2,medium,short,payment_billing
678282,@AmazonHelp I am shocked to mention that Amazon being such a company couldn't manage their delivery services. I had ordered One Plus 5T on 21st Nov as a birthday present for my husband and it got delivered to some other person with some different name yesterday evening.,2,very_long,short,delivery_tracking
2883372,"@115850 @115821 lousy customer care, and abusive delivery guys!! https://t.co/OpNTsOQAef",18,short,extreme,other
1469934,Dear @119625  can we get modern family too. What's comedy without that??? #justathought #amazonprime #comedy,2,medium,short,product_information
2952346,"Hey @115821 there is a bug in your iOS app. If you are attempting to return an item, and you want to add more items to the return, if you tap “show more” on the more items list, there is no way to get back to the return process.",3,very_long,medium,returns_refunds
651611,"@AmazonHelp Unable to get my pipa code.
Please help.",36,short,extreme,account_subscription
1526919,@AmazonHelp you hit my account 3 times... why,5,very_short,long,account_subscription
1430047,アマゾンでお菓子買ったのにパソコンが来た… https://t.co/Q4Fh6bKCR2,4,very_short,medium,order_management
105211,"Stellt Euch vor,ihr kauft nen @116316 #FireTVStick.Ihr schließt ihn an &amp; schaut @115825 doch am nächsten Tag tut sich nichts mehr.Ihr kontaktiert den Kundenservice &amp; bekommt die Info,mit dir reden wir nicht,da jmd anders auf dem Stick registriert ist.Kaufvertrag? #BGB",4,very_long,medium,account_subscription
2536406,"""Je te donne 5 € et tu met 5 étoiles à mon produit sur @2600"". Les vendeurs escrocs chinois continuent d'opérer en cachette (comportement interdit par Amazon). Et après on s'étonne que de la camelotte de merde ait le badge ""Amazon's Choice"" https://t.co/jk9eRemmm2",6,very_long,long,seller_marketplace
478564,@AmazonHelp  I did visit moto service center they asked me that our jobsheet is our service denial letter and I sent it to you for 4 https://t.co/5Ku6Ag9D9q please start refund otherwise I will approach high court for protection of my consumer right.,14,very_long,very_long,returns_refunds
988857,The bug at Ur payment gateway isn't allowing me to checkout! This is the 4th message I have received @118919 @115850 https://t.co/D7HpfjX3zI,4,medium,medium,payment_billing
2609917,Anyone else noticed the decline of @115830 customer service lately? they use to be brilliant! speaking on the phone for over an hour trying to simply request a returns label for 1 item which arrived faulty. They keep sending labels for 2 items &amp; nearest drop off is 8 miles away,2,very_long,short,returns_refunds
958826,"Amazon（ @116313 ）アプリのiPad版が縦画面固定になっちゃったのは儂だけではなかったようだ（爆）
すげー使いにくいから戻して欲しい…つか、やっぱアプリのアプデは人柱待ちがBestか。",7,short,long,technical_support
2282865,@AmazonHelp https://t.co/5Uc65tSfMR,14,very_short,very_long,other
2396384,"@116928 Hola! A donde puedo seguir el trámite de reintegro de gastos de envío por cambio, quedaron en pasarnos información y nunca recibimos nada.",4,medium,medium,returns_refunds
466650,".@115821 I'd prefer if when I have 2 day shipping, and it says it'll be here in 2 days, that I will get it in 2 days. Please don't specify that item(s) will arrive in 2 days if you know they won't. Just saying.",6,very_long,long,delivery_tracking
1434968,"@AmazonHelp @115821 worst eCommerce website in the world,purchased a Mi MAX2 on no cost EMI but seller is charging the Interest.hate amazon",2,medium,short,payment_billing
605113,"@119356 @115821 Placed an order on 20-Nov, at order time the delivery date was promised as 22-Nov. Order confirmation SMS also says 22-Nov. Today a new SMS says 25-Nov. My son's bday is on 23 Nov. What should I tell him when he asks me about his gift? https://t.co/uODv1JuLvx",23,very_long,extreme,delivery_tracking
1895369,Oi @117086 estou sem conseguir receber via KDP desde que publiquei meu livro.,13,short,very_long,payment_billing
138973,"So @115830 have been tasked with delivering 5 parcels today to a newsagents for my collections. Despite coming from the same warehouse, I would assume 1 driver would deliver today. Only 3 items got successfully delivered. 2 items couldn’t find the address.  Allegedly 🤦🏽‍♂️",19,very_long,extreme,delivery_tracking
127468,@115850 Back to back order cancellation by Amazon.  I can gurantee my current order will be cancelled. Amazon had cancelled my 4 orders on the day of delivery.,7,long,long,order_management
1718319,やはりamazon詐欺であったか,2,very_short,short,other
669164,もやもやさまぁ～ずamazon primeで配信してんのか,2,very_short,short,product_information
2799335,少し前までAmazonミュージックのプライム会員聴き放題があまりにもひどくて利用しようがなかったが、最近すごく充実していてよく聴いてる。特に最近ペルソナシリーズのサントラがプライム対象になったのは嬉しい。,4,medium,medium,product_information
503574,@AmazonHelp on 30th October I found my letter box on the floor like this. After four emails and a frustrating phone call I have still had no contact from Amazon Logistics as to how they will reimburse me for the damage. Please sort it out! https://t.co/6KqeajlV4P,2,very_long,short,returns_refunds
2953663,your service is useless @AmazonHelp,5,very_short,long,other
1263943,Amazon email says 'sorry for problem with your item. For help in returning items..'. It's not broken - I just can't get it!,6,medium,long,delivery_tracking
346965,Amazonプライム会員知らん間になってるやん！映画観れるんやな。。勝手に登録されるとかヤバいな,8,very_short,very_long,account_subscription
487642,"@116928 ¿Qué pasa que cada vez tardan más en llegar las reservas de mis juegos? PD: soy Prime desde hace dos años PD2: Encima nos queréis subir el precio de la suscripción Prime... Hacerlo cuando vaya a mejor vuestro servicio, no cuando vaya a peor... https://t.co/xUaqm1aM6W",19,very_long,extreme,account_subscription
493281,"Hey @115821, i got this email about my account being suspended due to unusual activity... it’s asking me for my SSN... i don’t think this is legit. Can i get some assistance to make sure i can access my account for Christmas shopping? https://t.co/qkDGUymCyM",4,very_long,medium,account_subscription
2952288,"so yet again @115830 are screwing me over £200+ worth of goods supposedly delivered, I checked all around the house, with 8 neighbours. No one knows anything. Just a shambles of a service.",3,long,medium,delivery_tracking
436252,Fahrrad bei @AmazonHelp bestellt und angesagt war 13. Liefertermin und @134825 kam heute an und nun steht in einen packtup...,8,medium,very_long,delivery_tracking
2378945,"@AmazonHelp I've been trying to get ahold of a product for about two months now. i had an order and it was indefinitely delayed, and i am concerned it may happen again, with the limited edition out of print, will there be anything to help me make sure i get what i buy?",8,very_long,very_long,order_management
83499,"@115830 Hello, I have been incorrectly charged for a product I purchased on https://t.co/05jLowTHUh by the seller Amazon EU S.a.r.L.. I guess there is no way to contact the seller since it was sold by Amazon, at least I haven't been able to find one. Pls, advise.",3,very_long,medium,payment_billing
2987187,"Holy crap @115821, you need to get better CSRs to man your help desk. BTW, since when did ""package delivered"" start meaning ""your package may be delivered within up to 36-hours""?",2,long,short,delivery_tracking
1730772,@115821 2 day shipping they said. It’ll be fast they said. @AmazonHelp https://t.co/Y8vLiJTfgW,4,short,medium,delivery_tracking
534079,"Delivery on my amazon order has been delayed, IT’S A BLOODY ADVENT CALENDAR.",8,short,very_long,delivery_tracking
1260810,"@AmazonHelp Thing is, I don't want to return the book because I know it will take a long time for you to replace it :( it just looks used https://t.co/ZhXuro0FiD",5,long,long,returns_refunds
1334345,@118919 The massage show your account locked. Pl unlock or send invoice on mail id __email__,2,short,short,account_subscription
2758141,"Where is my order @115821.com , doing follow-up with your customer care since 18th Nov but yet not delivered, yesterday your customer support guy promised it by today EOD but still on same page. https://t.co/dSgKtJWLGz",18,very_long,extreme,delivery_tracking
1911965,Liebes Amazon. Ich bestelle heute einen Artikel bei Ihnen als Expresszustellung für heute! Das haben sie beim Bestellvorgang angegeben. Ich habe bestellt. Nun steht unter meinen Bestellungen Lieferung 25.11 bis 27.11. da es wieder mit eigenen Lieferdienst. Wieso?? @amazonhelp,9,very_long,very_long,delivery_tracking
416386,Where is the @168151 app for @115821 Fire TV stick?!? --Asks the guy stuck in a hospital for several weeks...,2,medium,short,product_information
1659003,@115821 thanks for anothe late game pre order gj,8,very_short,very_long,delivery_tracking
423827,@115850 @AmazonHelp will you help me or not.,2,very_short,short,other
842283,"Meus mangás de Noragami chegaram e eu to só o surto em pessoa querendo mostrar até pro meu gato, desculpa mundo",7,medium,long,other
1127974,@AmazonHelp I paid for next day delivery on Sunday didn't receive my parcel which is a gift but I got this message pardon???????? https://t.co/t8peVsB57r,2,long,short,delivery_tracking
2619712,@115830 I have just been on the phone for 40 minutes to your Customer Service. Most of the time on hold and the rest of the time talking to people who clearly had no clue how to resolve my problem. It's still not resolved. Completely appalling service.,5,very_long,long,other
1950330,Hi @115850 - I am unable to place an order. Thr product only has 'Schedule Delivery' option and then I get an error message. https://t.co/8Ah6MlCU5C,15,medium,very_long,order_management
2886473,@115830 your listing showed the item on the left and promised “no wires” what I got was on the right and they want to deduct postage from the refund. Very unimpressed. https://t.co/BS67hqN3yr,6,long,long,returns_refunds
158606,@115850 RESPECTED SIR I WANT TO SELL MY BRANDED WOMENS CLOTHING PLS GUIDE ME CELL NO. 9840590007,3,short,medium,seller_marketplace
1738971,.@12339 sends back package to @115850 while in transit saying customer refused delivery! Its still 90km away from destination city! #ridiculous @115821 @AmazonHelp https://t.co/VOLLprvLa5,6,long,long,delivery_tracking
123442,"@AmazonHelp muchachos, help, donde viene la garantía de un ps4 pro? Ya tengo mi paquete pero no la veo",7,medium,long,product_information
1260789,Guys don't use @AmazonHelp @115850 @115821. first they will deliver defective items than @AmazonHelp Will make u fool not once but 2-3time,20,medium,extreme,returns_refunds
247458,@115850 @115821 Check my Order# 4__credit_card__,18,very_short,extreme,order_management
2260568,"@115821 how can I shut Alexa up? I set a timer and she won’t cancel it. I’ve even unplugged the echo to reset it, but nothing.",4,medium,medium,technical_support
521630,"@AmazonHelp U dont missed time frame but prime delivery to a location within 24hrs
But for me it takes 4days to reach that location.
Plus it came with same courier. They dont deliver to my location. They are giving to some other courier. Pathetic delivery.",8,very_long,very_long,delivery_tracking
2049111,@AmazonHelp No I️t just said: “Delivery estimate Friday November 10” and I️ ordered I️t on Monday,3,short,medium,delivery_tracking
2621083,@120533 qui envoie des figurines Pop qui dans une enveloppe en papier PITIÉ 😢😢  je meuuuurs 😭😭 heureusement que le service clients est top et vont l'échanger mais avec un autre conditionnement j'espère 😔😔 #amazon #StrangersThings,2,very_long,short,returns_refunds
395980,"@AmazonHelp Tengo problemas con un pedido, que puedo hacer? Gracias",13,short,very_long,order_management
101802,"What a surprise ANOTHER @115830 delivery driver saying he couldn’t deliver my parcel even though I’ve been in all day and no one has even been near the house, checked all the CCTV. Pay a company to deliver not a guy with a large boot ffs.",2,very_long,short,delivery_tracking
2230622,@AmazonHelp purchased Peter Robinson The Summer That Never Was and guess what Unable to Open the Title. Forget help it doesn’t exist.,7,medium,long,technical_support
2458378,@115850 need help with my last order,8,very_short,very_long,order_management
770495,i just wanted to water color but 4 days later i still don’t have my watercolors and supplies 😭 @115821 https://t.co/Vz3PtgSV8d,2,medium,short,delivery_tracking
746718,@115850 ur courier guys send wrong feedback abt customer... pathetic service.. @115851,17,short,extreme,other
2690679,"@AmazonHelp Good morning. I’m facing problems to access my account. I’ve reset the password several times, but the problem remains. Can you help me on this?",9,long,very_long,account_subscription
1765185,Thanks for delivering my item @115830. Came home after God knows how long to find it hanging out the front door. Lucky for both of us no-one stole it ey?! https://t.co/y2rnPj6nUq,4,long,medium,delivery_tracking
2832990,"@115850 @115821 worst experience Bally delivery agents,lier cheater,don't even know how 2 behave with ladies worst agent numbers 8240535505/7686990910 never expected from amazon",2,long,short,other
1366284,@AmazonHelp When are you gonna resolve the issue ?,19,very_short,extreme,other
2897610,@AmazonHelp my parcel was “delivered” to my “neighbour” called “Dave” at house number “24”. Knocked at number 24 and shock. No one called Dave lives there and they’ve taken no parcel. What do we do now? Paid a lot of money for this.,2,very_long,short,delivery_tracking
2936617,"Received my @115830 package two days after it was ""handed to resident”. Item not packaged at all (i.e. no box, no address, just a book in my mailbox). Presumably someone decided they didn’t want a copy of “Python for Data Analysis” after all.",4,very_long,medium,delivery_tracking
153658,"@115830 placed order for several items, was expecting one of these to be delivered yesterday, but apparently it was sent to the wrong carrier facility!I cannot see where to contact Amazon to find out what is going on. Whats the point in signing up to prime! Please help AmazonUK",13,very_long,very_long,delivery_tracking
924533,@115821 having your customer service lie about package delivery is NOT helpful,11,short,very_long,delivery_tracking
2353744,"What the actual f*%k @115830. Seriously, no conscience at all?!? As if I didn’t feel bad enough using you already...PLEASE review your packaging protocol. There’s no need for such wastage! All this for the tiny box on the right...really?!?😡 https://t.co/ZqwJvv6H1U",2,very_long,short,product_information
2457801,I have honestly never been more dissapointed in Amazon customer service until today - I was wrongfully charged American prime and then spent an hour trying to get all my money back. This is awful. @115821,5,very_long,long,payment_billing
2419011,Thanks @115830 for the safe delivery of my mother's pressie - sure she'll be glad to get a cardboard box covered in the liquid of the contents I bought 😒😡 https://t.co/v1mvDLmrSr,8,long,very_long,delivery_tracking
1067643,アマゾンの名前騙った詐欺に引っ掛かるところだった😓危ない,2,very_short,short,technical_support
911521,いつの間にかAmazon　prime会員に・・・。それも年間・・・。,7,very_short,long,account_subscription
1937630,Amazon優秀w https://t.co/e2yvsXI0cS,4,very_short,medium,other
33205,"It's very shameful on your part @115850, promising a day delivery and not even giving the agent's number, just to fool the customers. https://t.co/11Xyzg0epQ",7,long,long,delivery_tracking
343775,@AmazonHelp why are you going to charge me $5 to return a gift of which I received a duplicate item because it wasn’t marked as purchased?,16,medium,extreme,returns_refunds
2836879,Hey @120533 pourquoi vous avez annulé ma commande de 24 lots de deux barres de Bounty ? HEIN ?! Qu'est-ce que je vous ai fait pour mériter ça ?! Comment on fait au @339258 pour manger du chocolat maintenant ?,8,very_long,very_long,order_management
2291509,@174957 I have buy Nokia 6 from Amazon India. The phone's display has purple colour on right side of the display. I want to replace my phone but Amazon can't. What can I do ? Help ASAP.,17,long,extreme,returns_refunds
2524331,@115821 this was the absolute worse customer service I have ever received. Now I will not have any of the items I need for my vacation! It was supposed to be 1 day shipping not 2 days. 😠😠😠 vacation ruined before it even started,2,very_long,short,delivery_tracking
2414431,@115833 Can you send me an invite. I badly want to buy amazon echo in India.,8,short,very_long,product_information
2866047,When @115821 customer service manager thinks this is ok and here is no need to compensate you...  you find another vendor to shop with. Time to #BoycottAmazon https://t.co/sZbQEV2R5Z,3,long,medium,returns_refunds
2840344,"@AmazonHelp I have prime one day shipping, and I just ordered a new echo dot but it says it's coming on Thursday. That's definitely not one day..

Any advice? 

Thanks",2,long,short,delivery_tracking
919051,@115821 Please take the phone back,20,very_short,extreme,returns_refunds
2320514,Le livreur Amazon va me détester 😂,2,very_short,short,other
1129425,"@AmazonHelp Salut les copains. Désolé de déranger, mais j'ai encore un problème avec une commande qui était censée arriver le 20 octobre. :(",8,medium,very_long,delivery_tracking
1374096,"so... stream's cancelled tonight
THANKS @115821 https://t.co/3OqSKucJib",6,short,long,product_information
2863478,@AmazonHelp on Black Friday tried to purchase this item however as you can see it did not have the discounted price when placed in the basket. Advertised 17.98 then 23.99 when in basket https://t.co/twJ1OJOeee,3,very_long,medium,payment_billing
2521747,"@115821 you guys need to ship things inside of a box, not slap the shipping label on the product and leave it on the porch for everyone to see what is sitting there ready for the taking.",3,long,medium,product_information
