conversation_id,tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,message_length,conversation_length,message_length_group,conversation_length_group
2437761.0,2437761,699279,True,2017-10-29 15:37:28+00:00,"@AmazonHelp I love firetv, but I can't keep it if I can't run Hulu Live TV. PLEASE HELP!!!!!!!!!",2437760,,96,2,short,short
2843670.0,2843670,319988,True,2017-11-27 17:32:04+00:00,"Hi @115821 &amp; @1016 
Is there a problem with your 1-click buying platform? Keeps crashing when I try by an audio book with you",2843668,2843668.0,129,9,medium,very_long
2414426.0,2414426,446836,True,2017-11-14 17:25:30+00:00,"I order &amp; paid, then requested an update card, and I update it then they tell me to pay again but I already pay be fore @AmazonHelp",2414425,,135,2,medium,short
179299.0,179299,158252,True,2017-09-27 13:38:15+00:00,"Dear @115821 

May as well use these #280characters 

For the past 5 days you have had my account on hold, during 11 phonecalls I have been repeatedly promised that someone will be in touch in the next 24 hours. Well the times your customer support didn't hang up on me. /1",179298,179299.0,273,29,very_long,extreme
1937576.0,1937576,192932,True,2017-11-12 02:00:49+00:00,"Mañana es el Día Nacional del Libro (aquí en México). Esperemos que @116875 se ponga a mano.
😬😅👍",1937575,,96,2,short,short
1033745.0,1033745,364563,True,2017-10-23 05:53:06+00:00,@115850 Package was supposed to contain two items. Got only one. Order no 408-8079642-5201107,"1033744,1033746",1033746.0,93,5,short,long
1617981.0,1617981,350765,True,2017-11-05 14:16:02+00:00,@115850 why your link gets down time to time everyday?? U gotta do something about it.,1617979,1617979.0,86,4,short,medium
1240710.0,1240710,411009,True,2017-10-16 19:23:56+00:00,"@AmazonHelp It says it will be arriving today, but it also says it's delayed. Should I expect it to arrive today or not? https://t.co/HEkrQ8twpQ",1240709,1240709.0,144,10,medium,very_long
2414517.0,2414517,184029,True,2017-11-14 16:45:29+00:00,It is quite a comment because every time you're courier partners delay delivery dates by giving fake reasons. I'm supposed to get delivery of two orders today but both are delayed now. https://t.co/3QxONCvqdJ,2414516,,208,2,very_long,short
2115637.0,2115637,623676,True,2017-10-19 05:20:10+00:00,someone stole my amazon package I'm heated bruh,2115636,2115636.0,47,4,very_short,medium
1493332.0,1493332,198260,True,2017-11-03 10:14:02+00:00,Unable to set echo to work with saavn. Please help. @115850 @5503,1493331,,65,2,short,short
2882521.0,2882521,799744,True,2017-11-28 10:06:31+00:00,@115830 I have amazon prime and ordered 3 items last night. All of them were available on prime and yet they aren’t coming until Thursday. Could you please tell me why? Thanks.,2882520,,176,2,long,short
24562.0,24562,121293,True,2017-11-01 08:49:19+00:00,@115850 @121294 Yesterday my LGQ6 was delivered and I complain for its heating issue but didn't get any appropriate response.,"24561,24563,24564,24565",24562.0,125,7,medium,long
1843546.0,1843546,552378,True,2017-11-26 07:37:30+00:00,@115821 will i get a refund.,1843544,1843544.0,28,17,very_short,extreme
2478918.0,2478918,708453,True,2017-11-15 14:45:44+00:00,"When you want to print loads things off but run out of... yellow! Can't ever print black&amp;white! Luckily ink will be here tomorrow, thank you @115830 #HatePrinters #NoInkNoFun",2478917,,178,2,long,short
2159258.0,2159258,634242,True,2017-11-09 04:29:53+00:00,"@115821 …. I love you. You’ve made being a pet owner so much easier. Last night we suffered the horrible loss of the only tennis ball this household owned. At least one family member started to despair, and I couldn’t run for new toys.",2159256,2159258.0,235,5,very_long,long
779967.0,779967,306231,True,2017-10-12 05:27:53+00:00,@115821 Delivered damaged product and refused replacement despite product avialability,779965,779965.0,86,41,short,extreme
612723.0,612723,265720,True,2017-11-22 12:47:25+00:00,@AmazonHelp hi I’ve just ordered something but forgot about prime. Could you change this for me? Is deli every via prime free?,612722,,126,2,medium,short
2393479.0,2393479,673378,True,2017-11-14 11:21:47+00:00,@AmazonHelp any reason you’ve still not dispatched my order a week after I ordered it?,2393478,2393478.0,86,5,short,long
2504971.0,2504971,534798,True,2017-11-15 21:04:52+00:00,Wow @AmazonHelp has missed a handful of delivery dates this week. Prime is feeling sub-par.,2504970,,91,2,short,short
1953417.0,1953417,262728,True,2017-11-16 11:17:30+00:00,@115830 why do you allow #EBuyerExpress 2 sell what turns out 2 be counterfeit faulty @115858 products on ur website &amp; won’t do anything about it??!! They refuse 2 provide refund or prepaid post label 2 return goods! You’re both breaking the law!!😡😡,1953416,1953416.0,253,14,very_long,very_long
786798.0,786798,307693,True,2017-10-12 08:38:26+00:00,"@115850  i want to return headphone. I receive my order, when i open it, seal is already broken.I attach pic of broken seal. No-8620977025 https://t.co/o3RRK6ZWlP","786797,786799,786800,786801",786798.0,162,11,long,very_long
2273258.0,2273258,661263,True,2017-11-11 11:36:35+00:00,Ach @116316 ... https://t.co/AT1qPqvJbr,2273257,2273257.0,39,13,very_short,very_long
2599693.0,2599693,735942,True,2017-11-17 06:15:36+00:00,"Why am I paying for amazon prime, if my order is going to be late?!",2599692,2599692.0,67,6,short,long
2722671.0,2722671,763810,True,2017-11-20 10:10:53+00:00,The Amazon delivery guy also brought cookies for Spike. The cookies are in a box that he can't open so he has raided the dustbin for the bag they were delivered in. Greedy pig. 🙄 https://t.co/VHK4NYzDOc,2722669,2722669.0,202,3,very_long,medium
2384551.0,2384551,687298,True,2017-10-20 08:33:11+00:00,@115850 maine ek bat order kiya hi kab tak aayega,2384548,2384548.0,49,7,very_short,long
134804.0,134804,146389,True,2017-11-24 08:59:42+00:00,"@116928 sabeis si hay algun problema de inicio de sesion dentro de vuestra pagina web? 
Mas que nada porque no me deja iniciar sesion ni ver mis pedidos",134803,134803.0,152,8,long,very_long
2369660.0,2369660,683415,True,2017-11-13 23:45:07+00:00,@115830 well after holding for over an hour to be told I couldn't be helped I hung up 😩#sortoutyourcallcentresamazon https://t.co/fSpz2hr0BI,2369658,2369658.0,140,19,medium,extreme
2592173.0,2592173,734125,True,2017-11-17 01:47:20+00:00,@AmazonHelp @115850 when can I expect it to be delivered? https://t.co/oXYA144Ok7,2592172,,81,2,short,short
91296.0,91296,135799,True,2017-11-30 15:04:59+00:00,"@AmazonHelp Package due to be delivered today. Two hours ago your tracking page said ""Driver is making 3 deliveries before yours"", now it says there are ""7 deliveries before yours"". Is it being delivered in a DeLorean per chance? #backtothefuture #timemachine",91294,91294.0,259,5,very_long,long
508211.0,508211,236686,True,2017-12-01 21:43:32+00:00,@115830 your movies to rent are not accessible. No subtitles. What's that about?,508209,508209.0,80,3,short,medium
361001.0,361001,201481,True,2017-10-08 17:07:10+00:00,Hey @115821 how about getting a delivery option that doesn't lie. No package; no note. Been home all morning. https://t.co/3u6VixgBiw,"361000,361002",361002.0,133,8,medium,very_long
888465.0,888465,268649,True,2017-11-25 15:50:21+00:00,@115821 @120533 j'ai souscrit à Labbonement de audible est je n'ai toujours pas reçu le coup' de reduction ( le code ) de 5 euros qui est normalement applicable sur le site ?!,888464,,175,2,long,short
1072536.0,1072536,367874,True,2017-10-23 16:13:02+00:00,@AmazonHelp Hey guys.. Cloud Sync never finishes syncing. Issue has persisted for months on and off. Desktop app needs an upgrade. https://t.co/leiUfFz5TW,1072532,1072532.0,154,6,long,long
2110289.0,2110289,622504,True,2017-11-26 13:01:59+00:00,"@115833 The routines option is not working, whatever phrase I enter, the app tells me Alexa cant do that. Even the phrases that are the examples",2110287,2110287.0,144,21,medium,extreme
877629.0,877629,192844,True,2017-10-18 17:08:14+00:00,Tomorrow it will be 25 days since I made this order and final date conveyed to me for delivery. @AmazonHelp @115850 Will it be fulfilled ? https://t.co/ODJtaOmUBQ,877628,877628.0,162,20,long,extreme
2518087.0,2518087,717284,True,2017-11-16 00:10:36+00:00,Where’s the foliage at?! @115821 https://t.co/2XybGAvuOn,2518086,2518086.0,56,5,short,long
1437463.0,1437463,453689,True,2017-11-02 14:24:53+00:00,Surpassed delivery due date still no Response from Amazon #Fakesellers #untraceabletrakingid #AmazonIndia #Order Id - 171-5675025-6285128 https://t.co/wCcVgcnEzy,"1437460,1437465",1437460.0,161,6,long,long
2763469.0,2763469,773054,True,2017-11-21 08:06:02+00:00,@132994 @115850 I'm so hurt https://t.co/Qnv1sHJT8F,2763466,2763466.0,51,4,short,medium
1377714.0,1377714,119446,True,2017-10-28 03:04:51+00:00,"#iPhone8AppQuiz
Have you declared the results for iphone 8 app quiz? @AmazonHelp","1377711,1377727",1377711.0,80,16,short,extreme
1986441.0,1986441,588022,True,2017-10-18 18:38:52+00:00,Help. @AmazonHelp,1986439,1986439.0,17,8,very_short,very_long
2279314.0,2279314,444901,True,2017-11-10 03:35:18+00:00,"thanks for the No Help @115821 you act like it's my 1st time ordering, NOT! https://t.co/idi7fFaQNG",2279313,2279313.0,99,10,short,very_long
1212235.0,1212235,383566,True,2017-10-25 12:25:47+00:00,@115850 it seems you delivered the product on the address which was closed for diwali eve. Strange !! Too frustrating,1212233,1212233.0,117,20,medium,extreme
1204443.0,1204443,219482,True,2017-10-25 07:49:46+00:00,Again I am asking is there any pickup policy of Amazon. How much time does it take to pickup the mobile for return @115850 @amazonHelp https://t.co/vZGMadAm3T,1204440,1204440.0,158,24,long,extreme
551905.0,551905,248645,True,2017-12-02 19:15:12+00:00,@AmazonHelp faut qu'on parle.,551904,551904.0,29,10,very_short,very_long
619128.0,619128,266914,True,2017-11-21 21:40:44+00:00,@AmazonHelp how do i collect an order from an amazon locker?,619127,619127.0,60,6,short,long
782331.0,782330,209571,True,2017-11-25 09:10:11+00:00,"@AmazonHelp Hola. He empezado por la campaña ""El Camino"" de Alex Hunter. Una pasada disfrutarlo jeje. Gracias por el la Oferta y sobretodo por el servicio de envio rápido 😊😊",782329,782331.0,173,3,long,medium
828309.0,828309,215706,True,2017-10-13 02:46:57+00:00,@AmazonHelp Your Rajendra chat with me he is worthless. I made return package please arrange collection. Thanks,"828306,828310",828310.0,111,7,medium,long
226163.0,226161,169995,True,2017-10-03 14:18:55+00:00,@AmazonHelp Form filled. Please respond accordingly,226160,226162.0,51,13,short,very_long
2545406.0,2545406,115850,True,2017-11-16 07:59:44+00:00,"Looking for an excuse to shop for appliances? Now you have one! Get the best selling home appliances and avail discounts up to 60%. This offer is specially for today, only on Amazon. Shop now: https://t.co/kEJ7w6aC15 https://t.co/SMAXAWJpro","2545405,2545407,2545408,2545409,2545410,2545411,2545412,2545413",2545406.0,240,29,very_long,extreme
1093301.0,1093301,378017,True,2017-10-23 20:42:08+00:00,Eu amo a @117086,1093300,1093300.0,16,6,very_short,long
2900959.0,2900959,803581,True,2017-11-28 18:08:43+00:00,"Eh @2600 annoncer une livraison un 26 décembre sur une adresse en Moselle, ça pue l'algorithme développé made in USA or India",2900957,2900957.0,125,8,medium,very_long
2560163.0,2560163,725572,True,2017-11-16 17:34:20+00:00,"@AmazonHelp la franchement , je suis dégoutée …  je paye un service a 49 euros par an … pour du «  on ne sait jamais «  …. J’ai pas les mots .. https://t.co/5CfU4912LU",2560161,2560161.0,167,18,long,extreme
868081.0,868081,326110,True,2017-10-13 14:53:16+00:00,"@115850....Now two question comes to my mind to use this app or not to use, to call at your customer desk or not to call, i placed 3 order","868079,868082",868079.0,138,4,medium,medium
319151.0,319151,192121,True,2017-10-07 09:28:02+00:00,@AmazonHelp Can you please reply to my DM?,319149,319149.0,42,10,very_short,very_long
231351.0,231351,171099,True,2017-09-28 06:02:51+00:00,@AmazonHelp I am unable to add Amazon gift voucher to my account,231350,231350.0,64,6,short,long
2061582.0,2061582,609703,True,2017-11-26 11:47:21+00:00,"comprei meus livros de harry potter q estavam faltando tudo na black friday por 9,90 😃 quero que chegue logooo @117086",2061581,2061581.0,118,4,medium,medium
2346209.0,2346209,261125,True,2017-11-13 15:28:52+00:00,"@115850 even after filling the form sharing all details there is nothing done , same delivery address everything is getting delivered but your @149473 sucks",2346207,2346207.0,156,16,long,extreme
995413.0,995413,205738,True,2017-10-22 15:56:56+00:00,I'm almost positive the mailman isn't running today @AmazonHelp  but it says my package is still coming and the little meter keeps rising... https://t.co/8EiCs6Wt5Q,995411,995411.0,164,4,long,medium
2826438.0,2826438,787318,True,2017-11-27 10:31:01+00:00,"届いた〜（｡ӧ◡ӧ｡）
Amazonプライム会員だから
ものっそい安く買えた♡♡
もうほとんど買い揃えた✌︎
後は実家近くの西松屋とかで
おしりふきとか粉ミルク買えばいいや！
15日には荷物全部実家に運ぶから
産休入ったらまとめなきゃ😂 https://t.co/XOz3QHNNGf",2826437,,142,2,medium,short
429017.0,429015,215334,True,2017-10-10 13:45:08+00:00,"@AmazonHelp KS i suggest if you check your system before start nagging the customer,I hve already filled my details.",429013,429017.0,116,5,medium,long
643804.0,643804,272841,True,2017-10-13 05:29:23+00:00,"@115850 your delivery boy calls me saying I’ll get sms of delivery, I received the SMS but not the package. Tracking ID 982100216904","643803,643805,643806",,132,4,medium,medium
598066.0,598066,261776,True,2017-12-03 19:36:31+00:00,@115821 @115851 the delivery guy today was drunk! These guys amazon uses are scary. Some look like they may rob the package they just delivered!! #Amazon,598064,598064.0,153,4,long,medium
383366.0,383366,206822,True,2017-10-09 10:40:06+00:00,Amazonの使い方が分からない。,383365,,17,2,very_short,short
2931914.0,2931914,810914,True,2017-11-29 08:22:58+00:00,もアマゾンで荷物頼んだけど今日配達予定だけど郵便の追跡見てみると12月6日になっとるんよね〜,"2931913,2931915",,46,3,very_short,medium
2934443.0,2934443,534798,True,2017-11-28 21:36:01+00:00,"Oh look, another @AmazonHelp screw-up….  I wonder how their Net Promoter Score is doing lately. Probably piss poor, like their service. https://t.co/gkBb7AytMg",2934442,2934443.0,159,10,long,very_long
841328.0,841328,115850,True,2017-10-13 11:44:54+00:00,"This festival of prosperity, shop for certified gold from Senco &amp; avail 5-30% off. https://t.co/Yz3pngmntF #DiwaliJewellerySale https://t.co/kOvgWjILW6","841327,841329,841330",841328.0,155,17,long,extreme
275175.0,275175,181741,True,2017-10-06 05:44:12+00:00,@115850 Not getting the refund amount. It has already been way past the number of days promised. order id  (403-8330313-8873142).,"275173,275183",275173.0,129,13,medium,very_long
473153.0,473153,227675,True,2017-12-01 09:55:09+00:00,Amazon lied! Xenoblade is out for delivery and in my area now!!,473151,473151.0,63,4,short,medium
2369628.0,2369628,460274,True,2017-11-13 23:39:28+00:00,"Co-worker messaged me picture that @115821 's delivery service left as proof of delivery... where they left his package in front of the door.

Where we work.

Which is a very obvious business.

That is currently closed.

So now we get to see if it's there in the morning.",2369627,2369628.0,271,5,very_long,long
417034.0,417034,152471,True,2017-10-10 02:55:59+00:00,Disappointed to learn that inline footnotes are broken in the @117634 edition of Death’s End. Weird because the first footnote worked.,417032,417032.0,134,6,medium,long
1990127.0,1990127,588974,True,2017-10-18 19:06:58+00:00,@120533 le service au client par telephone c'est horrible.,1990125,1990125.0,58,16,short,extreme
1871736.0,1871736,336576,True,2017-10-18 08:44:44+00:00,@115821 @1840 I ordered LG Q6 with one day delivery on 14 Oct. But still not got after 4 days. The worst service I have ever seen &amp; also your call representative not resolve my issue. I called several times &amp; every time they gave me a commitment that was never fulfill till date,"1871735,1871737,1871738",1871736.0,286,6,very_long,long
2611579.0,2611579,738467,True,2017-11-17 11:56:32+00:00,"@AmazonHelp Placed an order for 2 day shipping (prime member) and the items have been ""out for delivery""  in the wrong city for 3 days. Please stop using Intelcom for deliveries.",2611578,,178,2,long,short
2429451.0,2429451,697467,True,2017-11-14 20:30:07+00:00,@115833 @AmazonHelp Hey! How do I delete (not just disable) smart home devices on my Echo?,2429450,,90,2,short,short
1307634.0,1307634,309302,True,2017-10-27 03:25:09+00:00,"@115850 
Dear sir
As i had raised the issue on 14 oct itself ... but unfortunately not acted upon by amazon .. the market share went down https://t.co/PQTJkvLYmf",1307633,,161,2,long,short
2494918.0,2494918,522160,True,2017-10-30 00:12:02+00:00,@115821 I got charged for Amazon Prime even though I don’t have it? I even checked my membership and it’s empty??? How can I get a refund,2494917,,137,2,medium,short
678282.0,678282,281820,True,2017-11-23 06:51:25+00:00,@AmazonHelp I am shocked to mention that Amazon being such a company couldn't manage their delivery services. I had ordered One Plus 5T on 21st Nov as a birthday present for my husband and it got delivered to some other person with some different name yesterday evening.,678281,,270,2,very_long,short
2883372.0,2883372,799917,True,2017-11-28 09:57:41+00:00,"@115850 @115821 lousy customer care, and abusive delivery guys!! https://t.co/OpNTsOQAef",2883369,2883369.0,88,18,short,extreme
1469934.0,1469934,461171,True,2017-11-03 00:31:18+00:00,Dear @119625  can we get modern family too. What's comedy without that??? #justathought #amazonprime #comedy,1469933,,108,2,medium,short
2952346.0,2952346,119409,True,2017-11-29 17:35:26+00:00,"Hey @115821 there is a bug in your iOS app. If you are attempting to return an item, and you want to add more items to the return, if you tap “show more” on the more items list, there is no way to get back to the return process.",2952344,2952344.0,228,3,very_long,medium
651611.0,651611,274954,True,2017-10-15 07:54:04+00:00,"@AmazonHelp Unable to get my pipa code.
Please help.","651612,651609",651611.0,52,36,short,extreme
1526919.0,1526919,474147,True,2017-11-03 21:54:01+00:00,@AmazonHelp you hit my account 3 times... why,1526916,1526916.0,45,5,very_short,long
1430047.0,1430047,452118,True,2017-11-02 06:46:14+00:00,アマゾンでお菓子買ったのにパソコンが来た… https://t.co/Q4Fh6bKCR2,1430045,1430045.0,45,4,very_short,medium
105211.0,105211,139235,True,2017-11-30 18:17:26+00:00,"Stellt Euch vor,ihr kauft nen @116316 #FireTVStick.Ihr schließt ihn an &amp; schaut @115825 doch am nächsten Tag tut sich nichts mehr.Ihr kontaktiert den Kundenservice &amp; bekommt die Info,mit dir reden wir nicht,da jmd anders auf dem Stick registriert ist.Kaufvertrag? #BGB",105210,105211.0,276,4,very_long,medium
2536406.0,2536406,721551,True,2017-11-16 08:10:30+00:00,"""Je te donne 5 € et tu met 5 étoiles à mon produit sur @2600"". Les vendeurs escrocs chinois continuent d'opérer en cachette (comportement interdit par Amazon). Et après on s'étonne que de la camelotte de merde ait le badge ""Amazon's Choice"" https://t.co/jk9eRemmm2",2536405,2536405.0,264,6,very_long,long
478564.0,478564,228684,True,2017-12-01 12:14:22+00:00,@AmazonHelp  I did visit moto service center they asked me that our jobsheet is our service denial letter and I sent it to you for 4 https://t.co/5Ku6Ag9D9q please start refund otherwise I will approach high court for protection of my consumer right.,478562,478562.0,250,14,very_long,very_long
988857.0,988857,354287,True,2017-10-22 12:13:40+00:00,The bug at Ur payment gateway isn't allowing me to checkout! This is the 4th message I have received @118919 @115850 https://t.co/D7HpfjX3zI,988855,988855.0,140,4,medium,medium
2609917.0,2609917,738145,True,2017-11-17 10:57:19+00:00,Anyone else noticed the decline of @115830 customer service lately? they use to be brilliant! speaking on the phone for over an hour trying to simply request a returns label for 1 item which arrived faulty. They keep sending labels for 2 items &amp; nearest drop off is 8 miles away,2609916,,282,2,very_long,short
958826.0,958826,347496,True,2017-10-21 22:05:29+00:00,"Amazon（ @116313 ）アプリのiPad版が縦画面固定になっちゃったのは儂だけではなかったようだ（爆）
すげー使いにくいから戻して欲しい…つか、やっぱアプリのアプデは人柱待ちがBestか。","958824,958828",958828.0,99,7,short,long
2282865.0,2282865,377480,True,2017-11-11 21:50:55+00:00,@AmazonHelp https://t.co/5Uc65tSfMR,2282856,2282856.0,35,14,very_short,very_long
2396384.0,2396384,689768,True,2017-11-26 17:44:07+00:00,"@116928 Hola! A donde puedo seguir el trámite de reintegro de gastos de envío por cambio, quedaron en pasarnos información y nunca recibimos nada.",2396382,2396382.0,146,4,medium,medium
466650.0,466650,226057,True,2017-12-01 04:52:49+00:00,".@115821 I'd prefer if when I have 2 day shipping, and it says it'll be here in 2 days, that I will get it in 2 days. Please don't specify that item(s) will arrive in 2 days if you know they won't. Just saying.",466649,466649.0,210,6,very_long,long
1434968.0,1434968,453167,True,2017-11-02 13:39:25+00:00,"@AmazonHelp @115821 worst eCommerce website in the world,purchased a Mi MAX2 on no cost EMI but seller is charging the Interest.hate amazon",1434967,,139,2,medium,short
605113.0,605113,263833,True,2017-11-21 11:44:17+00:00,"@119356 @115821 Placed an order on 20-Nov, at order time the delivery date was promised as 22-Nov. Order confirmation SMS also says 22-Nov. Today a new SMS says 25-Nov. My son's bday is on 23 Nov. What should I tell him when he asks me about his gift? https://t.co/uODv1JuLvx",605112,605112.0,275,23,very_long,extreme
1895369.0,1895369,564942,True,2017-10-18 12:25:31+00:00,Oi @117086 estou sem conseguir receber via KDP desde que publiquei meu livro.,1895368,1895369.0,77,13,short,very_long
138973.0,138973,124066,True,2017-11-22 15:40:39+00:00,"So @115830 have been tasked with delivering 5 parcels today to a newsagents for my collections. Despite coming from the same warehouse, I would assume 1 driver would deliver today. Only 3 items got successfully delivered. 2 items couldn’t find the address.  Allegedly 🤦🏽‍♂️",138972,138972.0,273,19,very_long,extreme
127468.0,127468,144607,True,2017-11-21 02:52:27+00:00,@115850 Back to back order cancellation by Amazon.  I can gurantee my current order will be cancelled. Amazon had cancelled my 4 orders on the day of delivery.,127467,127467.0,159,7,long,long
1718319.0,1718319,520281,True,2017-11-06 22:53:56+00:00,やはりamazon詐欺であったか,1718318,,16,2,very_short,short
669164.0,669164,279582,True,2017-11-23 04:41:17+00:00,もやもやさまぁ～ずamazon primeで配信してんのか,669163,,29,2,very_short,short
2799335.0,2799335,781017,True,2017-11-21 23:28:21+00:00,少し前までAmazonミュージックのプライム会員聴き放題があまりにもひどくて利用しようがなかったが、最近すごく充実していてよく聴いてる。特に最近ペルソナシリーズのサントラがプライム対象になったのは嬉しい。,2799333,2799333.0,102,4,medium,medium
503574.0,503574,235347,True,2017-12-01 20:04:51+00:00,@AmazonHelp on 30th October I found my letter box on the floor like this. After four emails and a frustrating phone call I have still had no contact from Amazon Logistics as to how they will reimburse me for the damage. Please sort it out! https://t.co/6KqeajlV4P,503573,,263,2,very_long,short
2953663.0,2953663,815514,True,2017-11-29 18:09:35+00:00,your service is useless @AmazonHelp,2953662,2953662.0,35,5,very_short,long
1263943.0,1263943,415989,True,2017-10-26 11:16:36+00:00,Amazon email says 'sorry for problem with your item. For help in returning items..'. It's not broken - I just can't get it!,1263940,1263940.0,123,6,medium,long
346965.0,346965,198621,True,2017-10-08 04:32:58+00:00,Amazonプライム会員知らん間になってるやん！映画観れるんやな。。勝手に登録されるとかヤバいな,"346963,346966",346966.0,48,8,very_short,very_long
487642.0,487642,231074,True,2017-12-01 14:23:47+00:00,"@116928 ¿Qué pasa que cada vez tardan más en llegar las reservas de mis juegos? PD: soy Prime desde hace dos años PD2: Encima nos queréis subir el precio de la suscripción Prime... Hacerlo cuando vaya a mejor vuestro servicio, no cuando vaya a peor... https://t.co/xUaqm1aM6W",487641,487641.0,275,19,very_long,extreme
493281.0,493281,232602,True,2017-12-01 17:39:22+00:00,"Hey @115821, i got this email about my account being suspended due to unusual activity... it’s asking me for my SSN... i don’t think this is legit. Can i get some assistance to make sure i can access my account for Christmas shopping? https://t.co/qkDGUymCyM",493279,493279.0,258,4,very_long,medium
2952288.0,2952288,669873,True,2017-11-29 17:40:46+00:00,"so yet again @115830 are screwing me over £200+ worth of goods supposedly delivered, I checked all around the house, with 8 neighbours. No one knows anything. Just a shambles of a service.",2952286,2952286.0,188,3,long,medium
436252.0,436252,218622,True,2017-10-10 17:11:08+00:00,Fahrrad bei @AmazonHelp bestellt und angesagt war 13. Liefertermin und @134825 kam heute an und nun steht in einen packtup...,"436250,436258",436250.0,125,8,medium,very_long
2378945.0,2378945,686025,True,2017-11-14 04:17:08+00:00,"@AmazonHelp I've been trying to get ahold of a product for about two months now. i had an order and it was indefinitely delayed, and i am concerned it may happen again, with the limited edition out of print, will there be anything to help me make sure i get what i buy?",2378944,2378944.0,269,8,very_long,very_long
83499.0,83499,134346,True,2017-11-30 13:26:54+00:00,"@115830 Hello, I have been incorrectly charged for a product I purchased on https://t.co/05jLowTHUh by the seller Amazon EU S.a.r.L.. I guess there is no way to contact the seller since it was sold by Amazon, at least I haven't been able to find one. Pls, advise.",83497,83497.0,263,3,very_long,medium
